timestamp,l_arm_l_wrist_roll_position,l_arm_l_wrist_roll_temperature,l_arm_l_wrist_roll_goal_position,l_arm_l_wrist_roll_pid,l_arm_l_gripper_position,l_arm_l_gripper_temperature,l_arm_l_gripper_goal_position,l_arm_l_gripper_pid,l_arm_l_wrist_pitch_position,l_arm_l_wrist_pitch_temperature,l_arm_l_wrist_pitch_goal_position,l_arm_l_wrist_pitch_pid,l_arm_l_shoulder_roll_position,l_arm_l_shoulder_roll_temperature,l_arm_l_shoulder_roll_goal_position,l_arm_l_shoulder_roll_pid,l_arm_l_forearm_yaw_position,l_arm_l_forearm_yaw_temperature,l_arm_l_forearm_yaw_goal_position,l_arm_l_forearm_yaw_pid,l_arm_l_arm_yaw_position,l_arm_l_arm_yaw_temperature,l_arm_l_arm_yaw_goal_position,l_arm_l_arm_yaw_pid,l_arm_l_elbow_pitch_position,l_arm_l_elbow_pitch_temperature,l_arm_l_elbow_pitch_goal_position,l_arm_l_elbow_pitch_pid,l_arm_l_shoulder_pitch_position,l_arm_l_shoulder_pitch_temperature,l_arm_l_shoulder_pitch_goal_position,l_arm_l_shoulder_pitch_pid,r_arm_r_shoulder_pitch_position,r_arm_r_shoulder_pitch_temperature,r_arm_r_shoulder_pitch_goal_position,r_arm_r_shoulder_pitch_pid,r_arm_r_elbow_pitch_position,r_arm_r_elbow_pitch_temperature,r_arm_r_elbow_pitch_goal_position,r_arm_r_elbow_pitch_pid,r_arm_r_wrist_roll_position,r_arm_r_wrist_roll_temperature,r_arm_r_wrist_roll_goal_position,r_arm_r_wrist_roll_pid,r_arm_r_shoulder_roll_position,r_arm_r_shoulder_roll_temperature,r_arm_r_shoulder_roll_goal_position,r_arm_r_shoulder_roll_pid,r_arm_r_arm_yaw_position,r_arm_r_arm_yaw_temperature,r_arm_r_arm_yaw_goal_position,r_arm_r_arm_yaw_pid,r_arm_r_wrist_pitch_position,r_arm_r_wrist_pitch_temperature,r_arm_r_wrist_pitch_goal_position,r_arm_r_wrist_pitch_pid,r_arm_r_gripper_position,r_arm_r_gripper_temperature,r_arm_r_gripper_goal_position,r_arm_r_gripper_pid,r_arm_r_forearm_yaw_position,r_arm_r_forearm_yaw_temperature,r_arm_r_forearm_yaw_goal_position,r_arm_r_forearm_yaw_pid
0.0,-1.23,41.0,0.0,"(32.0, 0.0, 0.0)",-14.81,43.0,-14.85,"(32.0, 0.0, 0.0)",1.41,42.0,0.0,"(32.0, 0.0, 0.0)",0.31,38.0,0.0,"(32.0, 0.0, 0.0)",0.44,42.0,0.0,"(32.0, 0.0, 0.0)",1.23,40.0,0.0,"(32.0, 0.0, 0.0)",-0.0,37.0,-0.0,"(32.0, 0.0, 0.0)",-3.21,38.0,0.0,"(32.0, 0.0, 0.0)",10.07,39.0,0.0,"(32.0, 0.0, 0.0)",-0.35,37.0,-0.0,"(32.0, 0.0, 0.0)",20.83,42.0,0.0,"(32.0, 0.0, 0.0)",-0.39,38.0,-0.0,"(32.0, 0.0, 0.0)",-0.26,39.0,-0.0,"(32.0, 0.0, 0.0)",13.1,43.0,0.0,"(32.0, 0.0, 0.0)",-11.25,37.0,-11.25,"(32.0, 0.0, 0.0)",-1.05,42.0,0.0,"(32.0, 0.0, 0.0)"
0.10112690925598145,-1.32,41.0,0.0,"(32.0, 0.0, 0.0)",-14.81,43.0,-14.85,"(32.0, 0.0, 0.0)",1.41,42.0,0.0,"(32.0, 0.0, 0.0)",0.31,38.0,0.01,"(32.0, 0.0, 0.0)",0.35,42.0,0.0,"(32.0, 0.0, 0.0)",1.05,40.0,0.01,"(32.0, 0.0, 0.0)",-0.0,37.0,-0.01,"(32.0, 0.0, 0.0)",-3.21,38.0,0.0,"(32.0, 0.0, 0.0)",10.07,39.0,0.0,"(32.0, 0.0, 0.0)",-0.26,37.0,-0.0,"(32.0, 0.0, 0.0)",20.83,42.0,0.0,"(32.0, 0.0, 0.0)",-0.31,38.0,-0.01,"(32.0, 0.0, 0.0)",-0.26,39.0,-0.01,"(32.0, 0.0, 0.0)",13.1,43.0,0.0,"(32.0, 0.0, 0.0)",-11.25,37.0,-11.25,"(32.0, 0.0, 0.0)",-1.05,42.0,0.0,"(32.0, 0.0, 0.0)"
0.2021327018737793,-1.32,41.0,0.0,"(32.0, 0.0, 0.0)",-14.81,43.0,-14.85,"(32.0, 0.0, 0.0)",1.41,42.0,0.0,"(32.0, 0.0, 0.0)",0.31,38.0,0.04,"(32.0, 0.0, 0.0)",0.35,42.0,0.0,"(32.0, 0.0, 0.0)",1.05,40.0,0.04,"(32.0, 0.0, 0.0)",-0.0,37.0,-0.04,"(32.0, 0.0, 0.0)",-3.21,38.0,0.0,"(32.0, 0.0, 0.0)",10.07,39.0,0.0,"(32.0, 0.0, 0.0)",-0.26,37.0,-0.04,"(32.0, 0.0, 0.0)",20.83,42.0,0.0,"(32.0, 0.0, 0.0)",-0.31,38.0,-0.04,"(32.0, 0.0, 0.0)",-0.26,39.0,-0.04,"(32.0, 0.0, 0.0)",13.1,43.0,0.0,"(32.0, 0.0, 0.0)",-11.25,37.0,-11.25,"(32.0, 0.0, 0.0)",-1.05,42.0,0.0,"(32.0, 0.0, 0.0)"
0.3026571273803711,-1.32,41.0,0.0,"(32.0, 0.0, 0.0)",-14.81,43.0,-14.85,"(32.0, 0.0, 0.0)",1.41,42.0,0.0,"(32.0, 0.0, 0.0)",0.31,38.0,0.15,"(32.0, 0.0, 0.0)",0.44,42.0,0.0,"(32.0, 0.0, 0.0)",1.05,40.0,0.15,"(32.0, 0.0, 0.0)",-0.0,37.0,-0.15,"(32.0, 0.0, 0.0)",-3.21,38.0,0.0,"(32.0, 0.0, 0.0)",10.15,39.0,0.0,"(32.0, 0.0, 0.0)",-0.35,37.0,-0.15,"(32.0, 0.0, 0.0)",20.83,42.0,0.0,"(32.0, 0.0, 0.0)",-0.31,38.0,-0.15,"(32.0, 0.0, 0.0)",-0.26,39.0,-0.15,"(32.0, 0.0, 0.0)",13.1,43.0,0.0,"(32.0, 0.0, 0.0)",-11.25,37.0,-11.25,"(32.0, 0.0, 0.0)",-1.05,42.0,0.0,"(32.0, 0.0, 0.0)"
0.40328335762023926,-1.23,41.0,0.0,"(32.0, 0.0, 0.0)",-14.85,43.0,-14.85,"(32.0, 0.0, 0.0)",1.41,42.0,0.0,"(32.0, 0.0, 0.0)",0.31,38.0,0.35,"(32.0, 0.0, 0.0)",0.35,42.0,0.0,"(32.0, 0.0, 0.0)",1.14,40.0,0.35,"(32.0, 0.0, 0.0)",-0.0,37.0,-0.35,"(32.0, 0.0, 0.0)",-3.21,38.0,0.0,"(32.0, 0.0, 0.0)",10.07,39.0,0.0,"(32.0, 0.0, 0.0)",-0.26,37.0,-0.35,"(32.0, 0.0, 0.0)",20.83,42.0,0.0,"(32.0, 0.0, 0.0)",-0.31,38.0,-0.35,"(32.0, 0.0, 0.0)",-0.26,39.0,-0.35,"(32.0, 0.0, 0.0)",13.1,43.0,0.0,"(32.0, 0.0, 0.0)",-11.25,37.0,-11.25,"(32.0, 0.0, 0.0)",-1.05,42.0,0.0,"(32.0, 0.0, 0.0)"
0.5038037300109863,-1.32,41.0,0.0,"(32.0, 0.0, 0.0)",-14.81,43.0,-14.85,"(32.0, 0.0, 0.0)",1.41,42.0,0.0,"(32.0, 0.0, 0.0)",0.31,38.0,0.66,"(32.0, 0.0, 0.0)",0.35,42.0,0.0,"(32.0, 0.0, 0.0)",1.05,40.0,0.66,"(32.0, 0.0, 0.0)",-0.0,37.0,-0.66,"(32.0, 0.0, 0.0)",-3.21,38.0,0.0,"(32.0, 0.0, 0.0)",10.07,39.0,0.0,"(32.0, 0.0, 0.0)",-0.26,37.0,-0.66,"(32.0, 0.0, 0.0)",20.83,42.0,0.0,"(32.0, 0.0, 0.0)",-0.31,38.0,-0.66,"(32.0, 0.0, 0.0)",-0.26,39.0,-0.66,"(32.0, 0.0, 0.0)",13.1,43.0,0.0,"(32.0, 0.0, 0.0)",-11.25,37.0,-11.25,"(32.0, 0.0, 0.0)",-1.05,42.0,0.0,"(32.0, 0.0, 0.0)"
0.604323148727417,-1.32,41.0,0.0,"(32.0, 0.0, 0.0)",-14.81,43.0,-14.85,"(32.0, 0.0, 0.0)",1.41,42.0,0.0,"(32.0, 0.0, 0.0)",0.39,38.0,1.29,"(32.0, 0.0, 0.0)",0.44,42.0,0.0,"(32.0, 0.0, 0.0)",1.14,40.0,1.29,"(32.0, 0.0, 0.0)",-0.35,37.0,-1.29,"(32.0, 0.0, 0.0)",-3.21,38.0,0.0,"(32.0, 0.0, 0.0)",10.15,39.0,0.0,"(32.0, 0.0, 0.0)",-0.53,37.0,-1.1,"(32.0, 0.0, 0.0)",20.83,42.0,0.0,"(32.0, 0.0, 0.0)",-0.39,38.0,-1.1,"(32.0, 0.0, 0.0)",-0.35,39.0,-1.1,"(32.0, 0.0, 0.0)",13.1,43.0,0.0,"(32.0, 0.0, 0.0)",-11.25,37.0,-11.25,"(32.0, 0.0, 0.0)",-1.05,42.0,0.0,"(32.0, 0.0, 0.0)"
0.7048602104187012,-1.32,41.0,0.0,"(32.0, 0.0, 0.0)",-14.81,43.0,-14.85,"(32.0, 0.0, 0.0)",1.41,42.0,0.0,"(32.0, 0.0, 0.0)",1.01,38.0,1.94,"(32.0, 0.0, 0.0)",0.35,42.0,0.0,"(32.0, 0.0, 0.0)",1.23,40.0,1.94,"(32.0, 0.0, 0.0)",-0.88,37.0,-1.94,"(32.0, 0.0, 0.0)",-3.21,38.0,0.0,"(32.0, 0.0, 0.0)",10.15,39.0,0.0,"(32.0, 0.0, 0.0)",-0.97,37.0,-1.94,"(32.0, 0.0, 0.0)",20.83,42.0,0.0,"(32.0, 0.0, 0.0)",-0.92,38.0,-1.94,"(32.0, 0.0, 0.0)",-0.97,39.0,-1.94,"(32.0, 0.0, 0.0)",13.1,43.0,0.0,"(32.0, 0.0, 0.0)",-11.25,37.0,-11.25,"(32.0, 0.0, 0.0)",-1.05,42.0,0.0,"(32.0, 0.0, 0.0)"
0.8058757781982422,-1.23,41.0,0.0,"(32.0, 0.0, 0.0)",-14.81,43.0,-14.85,"(32.0, 0.0, 0.0)",1.41,42.0,0.0,"(32.0, 0.0, 0.0)",1.62,38.0,2.77,"(32.0, 0.0, 0.0)",0.35,42.0,0.0,"(32.0, 0.0, 0.0)",1.49,40.0,2.77,"(32.0, 0.0, 0.0)",-1.41,37.0,-2.77,"(32.0, 0.0, 0.0)",-3.21,38.0,0.0,"(32.0, 0.0, 0.0)",10.15,39.0,0.0,"(32.0, 0.0, 0.0)",-1.41,37.0,-2.77,"(32.0, 0.0, 0.0)",20.83,42.0,0.0,"(32.0, 0.0, 0.0)",-1.27,38.0,-2.77,"(32.0, 0.0, 0.0)",-1.23,39.0,-2.77,"(32.0, 0.0, 0.0)",13.1,43.0,0.0,"(32.0, 0.0, 0.0)",-11.25,37.0,-11.25,"(32.0, 0.0, 0.0)",-1.05,42.0,0.0,"(32.0, 0.0, 0.0)"
0.90675950050354,-1.32,41.0,0.0,"(32.0, 0.0, 0.0)",-14.81,43.0,-14.85,"(32.0, 0.0, 0.0)",1.41,42.0,0.0,"(32.0, 0.0, 0.0)",2.5,38.0,3.77,"(32.0, 0.0, 0.0)",0.35,42.0,0.0,"(32.0, 0.0, 0.0)",2.64,40.0,3.77,"(32.0, 0.0, 0.0)",-2.46,37.0,-3.77,"(32.0, 0.0, 0.0)",-3.12,38.0,0.0,"(32.0, 0.0, 0.0)",10.24,39.0,0.0,"(32.0, 0.0, 0.0)",-2.55,37.0,-3.77,"(32.0, 0.0, 0.0)",20.83,42.0,0.0,"(32.0, 0.0, 0.0)",-2.24,38.0,-3.77,"(32.0, 0.0, 0.0)",-2.46,39.0,-3.77,"(32.0, 0.0, 0.0)",13.1,43.0,0.0,"(32.0, 0.0, 0.0)",-11.25,37.0,-11.25,"(32.0, 0.0, 0.0)",-1.05,42.0,0.0,"(32.0, 0.0, 0.0)"
