Time Step,elbow_target_x,elbow_actual_x,elbow_target_y,elbow_actual_y,elbow_target_z,elbow_actual_z
0,0.02146666844685873,0.0023456777842991057,0.2327340125876674,0.19107512017738795,-0.3911469801351366,-0.2799881103053064
1,0.024266688028971358,0.0023456777842991057,0.23250309970163618,0.19107512017738795,-0.3975375895541924,-0.2799881103053064
2,0.024266688028971358,0.0023456777842991057,0.23250309970163618,0.19107512017738795,-0.3975375895541924,-0.2799881103053064
3,0.03266674677530925,0.013092078948873905,0.2319035319598041,0.19107512017738795,-0.40076775152289273,-0.27969169023301466
4,0.04293333689371746,0.013092078948873905,0.23127425994825018,0.19107512017738795,-0.4048086345229829,-0.27969169023301466
5,0.03266674677530925,0.031065590930750325,0.2319035319598041,0.1897556539357342,-0.40754529134638384,-0.27827121546276423
6,0.027066707611083988,0.031065590930750325,0.2323653577318665,0.1897556539357342,-0.40825226097481104,-0.27827121546276423
7,0.039200051625569665,0.04510437211669837,0.2283211789627554,0.19019547686034455,-0.41294140708370697,-0.2763431877299592
8,0.02706659634908041,0.049775374109222496,0.22909007050160848,0.1915149383993886,-0.41591848758625416,-0.27553605407266213
9,0.036400032043457035,0.049775374109222496,0.22845892093252504,0.1915149383993886,-0.41588215265031325,-0.27553605407266213
10,0.039200051625569665,0.04678851155939034,0.22823517504005242,0.1932252971284107,-0.4155215008425411,-0.27604425848854436
11,0.039200051625569665,0.04678760719510764,0.2283211789627554,0.1936650867599765,-0.41639587405668776,-0.2760389228931278
12,0.02613333066304525,0.04678760719510764,0.22887796907453228,0.1936650867599765,-0.413124141083897,-0.2760389228931278
13,0.036400032043457035,0.04678558397727908,0.22825824739119477,0.19449577495774387,-0.41717937848441616,-0.27602698625213135
14,0.027066707611083988,0.04678558397727908,0.22891805718286673,0.19449577495774387,-0.41416976157127255,-0.27602698625213135
15,0.01773338317871094,0.046786706399912156,0.22610190072961453,0.19405600331880984,-0.4166930403326754,-0.27603360835471874
16,0.036400032043457035,0.04722206296534173,0.22510479129978678,0.1932252971284107,-0.4192362822830515,-0.2759704227407908
17,0.03266663551330567,0.04722206296534173,0.22528844908392495,0.1932252971284107,-0.4185513136034481,-0.2759704227407908
18,0.03919994036356608,0.04679053196872999,0.22478310405713353,0.19190588482575735,-0.4176930794774789,-0.2760561785599341
19,0.029866727193196618,0.04679053196872999,0.2254261855803588,0.19190588482575735,-0.41803761261038536,-0.2760561785599341
20,0.030799992879231776,0.046791271011085815,0.22553794909761488,0.19107512017738795,-0.419971919885713,-0.27606053878410675
21,0.02053329149881999,0.04635629354166879,0.2259641642331807,0.19234569507613578,-0.4172067413257381,-0.27612604325504764
22,0.03266663551330567,0.04808962600372675,0.22528844908392495,0.19278549953874488,-0.4185513136034481,-0.27582535935468544
23,0.0522666613260905,0.04808962600372675,0.2241403100226537,0.19278549953874488,-0.4234278460737504,-0.27582535935468544
24,0.04293333689371746,0.04933804681567385,0.22459944627299536,0.19405600331880984,-0.41837804815708235,-0.2755890164238992
25,0.048533376057942716,0.04933804681567385,0.2277855962999955,0.19405600331880984,-0.4160680841322041,-0.2755890164238992
26,0.042000071207682295,0.0510180194358196,0.2282909413267869,0.19493553550380013,-0.4169095954630624,-0.2752686000657123
27,0.051333395640055346,0.05188392081553952,0.22776969094241173,0.19449577495774387,-0.41440065068877663,-0.275114243121537
28,0.048533376057942716,0.05188392081553952,0.23102983222136136,0.19449577495774387,-0.4118634710739885,-0.275114243121537
29,0.05693332354227702,0.06026608859645687,0.23035860343474426,0.19278549953874488,-0.4040398245563114,-0.2734231876736201
30,0.08026663462320964,0.06321893813949803,0.23197720295686722,0.1936650867599765,-0.3998781407996551,-0.272745179608286
31,0.06813340187072754,0.06781857668491653,0.23274369103880127,0.1957661602096195,-0.389359872778868,-0.2716015317572217
32,0.06253336270650228,0.06781857668491653,0.23660742687530703,0.1957661602096195,-0.3776274220995702,-0.2716015317572217
33,0.07000004450480145,0.07569081259014548,0.2399693137599472,0.19791575869567654,-0.3706024386572775,-0.2694591650950387
34,0.051333395640055346,0.09079529345978689,0.24410793296290448,0.2022134284622941,-0.36408870391939285,-0.26458844806746123
35,0.0606667200724284,0.09079529345978689,0.2471677660579934,0.2022134284622941,-0.36246129935281246,-0.26458844806746123
36,0.056933434804280605,0.10835040167249126,0.24732275096413892,0.20694725452895987,-0.3617859068880732,-0.2576295422138937
37,0.06253336270650228,0.10835040167249126,0.2502939009295487,0.20694725452895987,-0.3645811952929934,-0.2576295422138937
38,0.06533338228861492,0.12110404340425286,0.24977630830117425,0.21167622338224334,-0.36278714477350527,-0.2515232633595229
39,0.06626664797465008,0.12519047682770962,0.2501484718249554,0.21464701493086102,-0.3652565877577327,-0.24923857880883654
40,0.06253336270650228,0.12519047682770962,0.25015772805193565,0.21464701493086102,-0.36365426517030913,-0.24923857880883654
41,0.07653334935506186,0.1244152575388985,0.24893150343136083,0.21552312324855694,-0.3688340122975384,-0.24953840159616425
42,0.08493340810139975,0.12287078146774624,0.2450876991985854,0.21596108348414006,-0.3687697699595403,-0.25025745384670334
43,0.0877333164215088,0.12287078146774624,0.24472062289531943,0.21596108348414006,-0.3709366667698811,-0.25025745384670334
44,0.0942667325337728,0.12736123309598846,0.244595116218867,0.21766364335695104,-0.3728902486607417,-0.24781815740677418
45,0.10266668001810711,0.1384376963824401,0.24935643209669403,0.22150267182379763,-0.3667675610199343,-0.24133500758962725
46,0.11013336181640626,0.15055757304013964,0.2518320091317264,0.22577197414964434,-0.36914562385804545,-0.2333512011233287
47,0.16893332799275718,0.15055757304013964,0.25237719554650917,0.22577197414964434,-0.3659247163593575,-0.2333512011233287
48,1.3374667485555014,0.1528148293804818,0.1344759391235992,0.22872648532556134,-0.23853907028743077,-0.231404164300782
49,0.40880007743835456,0.13591832474825613,0.23649938203565543,0.2317249311748928,-0.33701193147293496,-0.24121616678008553
50,0.3976001103719076,0.09976016280228031,0.23483337000239562,0.23341546717694872,-0.33734604626684705,-0.2579980758212546
51,0.3341333707173666,0.09976016280228031,0.2387916502327722,0.23341546717694872,-0.34373381285494725,-0.2579980758212546
52,0.25946666399637863,0.08795238594999111,0.23507801598949096,0.2295974845768473,-0.3532197319070832,-0.26286197332609784
53,0.19693330128987632,0.09695615577062135,0.22977129540849822,0.2253357113580324,-0.3764370789468204,-0.2602900139479132
54,0.15493334134419762,0.10455982354040419,0.22683727314646637,0.22407491067865065,-0.38947246944036573,-0.2574997937153378
55,0.16333328882853193,0.10455982354040419,0.22405657169154913,0.22407491067865065,-0.40536183666791487,-0.2574997937153378
56,0.13346667289733888,0.12906155056235058,0.22229590153105042,0.22829084183195342,-0.40530992444976427,-0.24551359961974029
57,0.12226670583089194,0.16141633329108684,0.2236471752746843,0.2346702486715762,-0.41286834141100537,-0.22438657765223016
58,0.12880001068115235,0.18858295728522695,0.2233401138420745,0.24227474087044137,-0.41317830388240756,-0.20025938102492602
59,0.1231999715169271,0.18858295728522695,0.22378760562701977,0.24227474087044137,-0.41481698267345,-0.20025938102492602
60,0.12786663373311363,0.19784917073917926,0.22718212123393206,0.24859762703284427,-0.41626563790921156,-0.18926706988786718
61,0.11946668624877932,0.19784917073917926,0.22781751676148873,0.24859762703284427,-0.4182792875946509,-0.18926706988786718
62,0.11853330930074057,0.20099383280089733,0.22121728744441424,0.25236711646587806,-0.41544195403143475,-0.18469386010297295
63,0.12226670583089194,0.20099383280089733,0.22467443561789258,0.25236711646587806,-0.42051067415525883,-0.18469386010297295
64,0.11013336181640626,0.20166794674010366,0.2255627711963345,0.24821527342897265,-0.41773750356491995,-0.1853133055050842
65,0.10640007654825848,0.20262416073729733,0.22540240952505747,0.24357042543684243,-0.4111947549667971,-0.18567083509270277
