Time Step,hand_target_x,hand_actual_x,hand_target_y,hand_actual_y,hand_target_z,hand_actual_z
85,0.21562501788139343,0.47060246311405446,0.6058698606740798,0.5960390264106369,-0.2793479235661881,0.03939560111184753
86,0.195000059902668,0.469610213418034,0.6264151858645082,0.5989218036931885,-0.2843033583867334,-0.009975474059730295
87,0.22500000894069672,0.469610213418034,0.6376983333181174,0.5989218036931885,-0.2977119161255379,-0.009975474059730295
88,0.21843742579221725,0.46954262131592533,0.6451097177260512,0.595042929245442,-0.30153033216608727,-0.05456439705696985
89,0.20625002682209015,0.47230365665610147,0.6551566615575952,0.582812395477936,-0.3073523132075749,-0.08942645460714724
90,0.18843747675418854,0.47230365665610147,0.6677240003416135,0.582812395477936,-0.30873715062555224,-0.08942645460714724
91,0.18937502056360245,0.4701793110046131,0.680693558806883,0.5799888480691712,-0.3141331906527453,-0.10659147562437765
92,0.1912499964237213,0.4588913931131953,0.6868332100117923,0.5854996240868567,-0.3162337381523986,-0.12426260780683883
93,0.18750004470348358,0.4588913931131953,0.6931583377726305,0.5854996240868567,-0.3172734551298611,-0.12426260780683883
94,0.20625002682209015,0.42514051857404117,0.6946356097923116,0.6110598651778255,-0.32190135024983496,-0.14533672653668508
95,0.17250001430511475,0.38716266526347304,0.7017382788695916,0.6405695835691142,-0.3155364389992658,-0.15954148707920168
96,0.1621875911951065,0.38716266526347304,0.7051947535911589,0.6405695835691142,-0.31533856623074524,-0.15954148707920168
97,0.1518750563263893,0.375619272330026,0.7098462634208347,0.6467844522292958,-0.3157957803906257,-0.16177220860605815
98,0.1518750563263893,0.36307073382652133,0.7230107068186615,0.6529221781758374,-0.3159229527093859,-0.16797961024786806
99,0.17906248569488525,0.36307073382652133,0.7242793237830425,0.6529221781758374,-0.3203327542752906,-0.16797961024786806
100,0.15375003218650818,0.3434320856500225,0.7265899542903105,0.6616982850500714,-0.31460401415800326,-0.17794543235089072
101,0.1678125187754631,0.3434320856500225,0.735117591325513,0.6616982850500714,-0.32017401386053024,-0.17794543235089072
102,0.14906253665685654,0.33404374780652396,0.7380412856499441,0.6631365526096729,-0.3180153625500517,-0.18811048648121617
103,0.12562494724988937,0.33404374780652396,0.741087591902674,0.6631365526096729,-0.3182769895508546,-0.18811048648121617
104,0.11062502861022949,0.32777413094172314,0.7484316914149234,0.6663037882553386,-0.31746864606448894,-0.19447159856556517
105,0.11812504380941391,0.32777413094172314,0.7530708124286012,0.6663037882553386,-0.31949258772693356,-0.19447159856556517
106,0.10312501341104507,0.29914394803297584,0.7537870914627145,0.6793842686502878,-0.32201493274422394,-0.216538517707609
107,0.11624995619058609,0.2826570034951307,0.7522536028077826,0.6834161156691868,-0.3201468261971805,-0.23337696975933672
108,0.12468751519918442,0.2826570034951307,0.7557259376051195,0.6834161156691868,-0.32696208193502835,-0.23337696975933672
109,0.09375002235174179,0.2725932308487008,0.7626734403281505,0.6877947935062871,-0.3228937163815041,-0.23936987030924645
110,0.077812559902668,0.2488291599270919,0.7642805436009912,0.6997966030565702,-0.3137281840750894,-0.24291675934684415
111,0.06562493741512299,0.2488291599270919,0.7704136904716969,0.6997966030565702,-0.30945242316213223,-0.24291675934684415
112,0.08812498301267624,0.2428712393248245,0.772020833415423,0.7034093352245011,-0.3060792219814611,-0.24243447647078997
113,0.0665624812245369,0.23047492716002366,0.7779264526991649,0.7065446801519348,-0.2946938328754749,-0.2502660388644106
114,0.045000091195106506,0.23047492716002366,0.7821714860384865,0.7065446801519348,-0.282353391335087,-0.2502660388644106
115,0.0562499463558197,0.2076091500716283,0.7851287718055622,0.713329367064578,-0.2621870972287333,-0.25837712367679116
116,0.0337500125169754,0.19331302488738358,0.7868619342662664,0.7154181099081275,-0.24846283716784553,-0.26726775507689055
117,0.037499964237213135,0.19331302488738358,0.7978598086127362,0.7154181099081275,-0.23020323388969796,-0.26726775507689055
118,-1.352812573313713,0.17482565084549231,0.8313556940343674,0.7192316006190141,0.0335146369658648,-0.2733709385821991
119,0.03468744456768036,0.135373567261665,0.8056290361273388,0.7316783567363135,-0.19317179880437374,-0.27251482326640475
120,0.06187509745359421,0.09304929400825324,0.8033485024408724,0.7419836594003132,-0.18369005860699986,-0.27023748429185973
121,0.05156245082616806,0.06852520395351389,0.815794079972842,0.7447825032445645,-0.15103453316985865,-0.2757855592042233
122,0.061874985694885254,0.03812795699385306,0.8307860994090754,0.7445131639040652,-0.1288533296761695,-0.2925697625076442
123,0.02906251698732376,0.03812795699385306,0.8383321772307686,0.7445131639040652,-0.09532605779947936,-0.2925697625076442
124,0.04499997943639755,-0.01243448763816091,0.8369962469403882,0.7423741285469668,-0.06982150420585005,-0.30672844513470765
125,0.060937441885471344,-0.016719154448047977,0.8387870419053107,0.7429471817572947,-0.05525933704166497,-0.309960809300015
126,0.04218745976686478,0.006544043198513212,0.8414515626112782,0.7477681802079912,-0.042007111663502135,-0.30527649094450054
127,0.05156245082616806,0.006544043198513212,0.8364382378243675,0.7477681802079912,-0.02970841285097884,-0.30527649094450054
128,0.009374991059303284,0.006320088152257283,0.8351780767295953,0.7592029097097779,-0.005093938624564157,-0.28373959638479423
129,0.026249997317790985,0.00734582688813573,0.8395959770308257,0.7741824806362935,0.002406831719897508,-0.2513927140358351
130,-1.3490625098347664,0.00734582688813573,0.8675618248785995,0.7741824806362935,0.2613257363578449,-0.2513927140358351
131,0.03187503665685654,0.025939235182862223,0.8305533326608774,0.7874561286482274,0.03640004051998867,-0.21800747678590798
132,0.039374940097332,0.030522166551591158,0.8284518648630526,0.7994990637882935,0.04543609452393696,-0.18166235188115584
133,0.006562471389770508,0.027161480462605834,0.8260682053733635,0.8119421795176323,0.061467544788547615,-0.13407264809601194
134,0.029062405228614807,0.021576190325275676,0.825249317956704,0.8191707386798088,0.06805868712418497,-0.09317654175498721
135,0.03281246870756149,0.01045653150703668,0.8145975834018435,0.8245486497370489,0.08132700504431181,-0.05282266619610013
136,0.02906251698732376,0.01045653150703668,0.8066736244652357,0.8245486497370489,0.09684962169275586,-0.05282266619610013
137,0.0224999338388443,-0.01109252263133359,0.8039897145514283,0.8270138488415776,0.12892751458874496,-0.020704299922788386
138,-0.018749982118606567,-0.03234368054722327,0.7987431864558694,0.8265906198975229,0.1481219471993727,-0.0005657446037665001
139,0.002812519669532776,-0.03234368054722327,0.7930823270791532,0.8265906198975229,0.15120162190036177,-0.0005657446037665001
140,0.002812519669532776,-0.044798090441408124,0.7845828031364439,0.8247108884609843,0.1740126663066901,-0.002456049046804039
141,0.006562471389770508,-0.053156041306843455,0.7693261397157529,0.8213733613116335,0.17777360029274542,-0.011769688673193848
142,-0.05249999463558197,-0.05807415053244832,0.7665372738376466,0.8171466495280968,0.20759103973410284,-0.019467602655603638
143,-0.026249997317790985,-0.07031393213716682,0.7617688643444023,0.8147799593914669,0.22116822548910642,-0.004759488416892506
144,-0.03562498837709427,-0.07031393213716682,0.7410843641266498,0.8147799593914669,0.2452457661197166,-0.004759488416892506
145,-0.019687525928020477,-0.07792830758036146,0.725028991636679,0.8127099997895195,0.26693007944879044,0.013047193622001432
146,-0.003749951720237732,-0.08052967841551222,0.7196904316589752,0.8065566737243092,0.2797236811361687,0.0346101754720144
147,0.01031242311000824,-0.08052967841551222,0.7069188561074995,0.8065566737243092,0.2943803167074479,0.0346101754720144
148,0.0168750062584877,-0.0767484590007488,0.7018351126013158,0.7979711916892207,0.29817953267857467,0.06119115559087425
149,-0.013124942779541016,-0.0767484590007488,0.6987035784774323,0.7979711916892207,0.306426434709477,0.06119115559087425
150,-0.002812519669532776,-0.0720751525880409,0.6897039462528686,0.7891647777519554,0.3109414737029771,0.08907392291322176
151,-0.02906251698732376,-0.06977425703158428,0.6863183469489138,0.7811555059062424,0.3207440364711124,0.11995537913039797
152,-0.026249997317790985,-0.06977425703158428,0.6839626997110899,0.7811555059062424,0.328269225513739,0.11995537913039797
153,0.010312534868717194,-0.06423481040542778,0.6769832514122729,0.7717843831106911,0.33154601381468785,0.14711625235086048
154,-0.002812519669532776,-0.06423481040542778,0.679013521580117,0.7717843831106911,0.3359265922107689,0.14711625235086048
155,-0.029999949038028717,-0.05432254465459607,0.6769866270248461,0.761677583220238,0.3434031021877864,0.17772058317142628
156,0.01312505453824997,-0.04852271258123109,0.6651106170078609,0.751263754568861,0.3446455875415618,0.20552521298091278
157,-0.010312534868717194,-0.04852271258123109,0.6628656888961706,0.751263754568861,0.3525235699295264,0.20552521298091278
158,-0.003750063478946686,-0.03650863390758208,0.6567141287815744,0.7377871562935955,0.3496733989092396,0.23805734419024466
159,-0.010312534868717194,-0.03308152465369826,0.652132070861146,0.7264223791643674,0.35610144260786797,0.2629463008675164
160,-0.006562471389770508,-0.03264763772977509,0.6492623948559106,0.7159409528288737,0.35254104428245464,0.28337641924430357
161,-0.010312534868717194,-0.03264763772977509,0.6449763255044628,0.7159409528288737,0.34894569725118485,0.28337641924430357
162,0.0,-0.03231122597196957,0.6381339584258836,0.713299688239419,0.3477519517384856,0.28813629993749795
163,-0.019687525928020477,-0.03231122597196957,0.63835375543206,0.713299688239419,0.35419321297419987,0.28813629993749795
164,-0.006562471389770508,-0.0327135085153272,0.6376073062204972,0.713299688239419,0.34824087322524433,0.28809090410164134
165,-0.0168750062584877,-0.0327135085153272,0.6381938015755857,0.713299688239419,0.34657184544940534,0.28809090410164134
166,-0.036562420427799225,-0.03464069087177493,0.641413147164775,0.7137655859049971,0.35179646332192377,0.28714383617469974
167,0.002812519669532776,-0.03464069087177493,0.6370741309362171,0.7137655859049971,0.3465448339826839,0.28714383617469974
168,-0.04499997943639755,-0.03496091525675439,0.6397933274284261,0.713748330343441,0.3516167695287535,0.2870096291831067
169,0.01312505453824997,-0.03492490147407266,0.6364876355811288,0.713299688239419,0.3411013100501728,0.28783118997514806
170,-0.038437508046627045,-0.03492490147407266,0.6382202983280407,0.713299688239419,0.34593981959313586,0.28783118997514806
171,-0.03562498837709427,-0.03407073666517925,0.6392601521441459,0.713299688239419,0.3463428576078515,0.2879335471399181
172,-0.015937574207782745,-0.03407073666517925,0.6369406801881488,0.713299688239419,0.3418693334983439,0.2879335471399181
173,-0.038437508046627045,-0.03407073666517925,0.6382202983280407,0.713299688239419,0.34593981959313586,0.2879335471399181
174,-0.015937574207782745,-0.034522979404315014,0.6405089544051097,0.713299688239419,0.3418693334983439,0.2878796737502193
175,-0.006562471389770508,-0.034522979404315014,0.6390687001426212,0.713299688239419,0.33948937007617486,0.2878796737502193
176,0.0168750062584877,-0.03407073666517925,0.6386428345541786,0.713299688239419,0.332364901714039,0.2879335471399181
177,0.0,-0.03407073666517925,0.6396025513370729,0.713299688239419,0.3354177763943243,0.2879335471399181
178,0.002812407910823822,-0.034522979404315014,0.6399633302355232,0.713299688239419,0.3326533154821614,0.2878796737502193
179,0.0,-0.034522979404315014,0.6458176291706059,0.713299688239419,0.33474107142216375,0.2878796737502193
180,0.013124942779541016,-0.034522979404315014,0.642921112657884,0.713299688239419,0.3272433864505427,0.2878796737502193
181,-0.02906251698732376,-0.03410918790570236,0.6510315503221499,0.713748330343441,0.3364377259335587,0.28711209681904354
182,0.027187541127204895,-0.034522979404315014,0.6465942538406606,0.713299688239419,0.325368786747823,0.2878796737502193
183,-0.0168750062584877,-0.034522979404315014,0.6503384211813956,0.713299688239419,0.33423287087455367,0.2878796737502193
184,0.01593746244907379,-0.034522979404315014,0.6484723076864152,0.713299688239419,0.32473565829769685,0.2878796737502193
185,-0.03281246870756149,-0.034522979404315014,0.6548058931213769,0.713299688239419,0.32999398308743916,0.2878796737502193
